User_ID,Age,Gender,Physical_Activity_Level,Diet_Type,BMI,Caffeine_Intake_mg,Water_Intake_liters,Screen_Time_Hours,Daily_Steps,Calories_Burned,Resting_Heart_Rate,Daily_Sleep_Hours,Deep_Sleep_Hours,Sleep_Quality_Score,Daily_Stress_Level
U07328,21,Male,High,Average,28.5,205.0,2.0,4.5,15317,2329,60.0,6.1,2.1,4.4,Low
U07329,57,Male,Medium,Average,27.4,481.0,1.7,2.0,6475,2001,77.0,6.0,2.1,4.3,Low
U07330,26,Female,High,Average,29.2,226.0,3.3,9.6,15074,2200,61.0,6.8,1.7,4.1,Low
U07331,62,Female,Low,Average,21.1,191.0,1.8,8.2,3928,1151,71.0,7.2,1.9,4.1,Medium
U07332,26,Female,Medium,Average,32.4,278.0,3.6,3.7,9543,1880,72.0,6.9,2.3,4.4,Low
U07333,43,Female,Medium,Average,,469.0,1.9,9.7,10149,1244,67.0,6.2,1.2,3.7,High
U07334,21,Male,Medium,Healthy,27.8,192.0,1.3,8.7,14058,2016,58.0,6.5,1.5,4.7,Low
U07335,34,Female,High,Healthy,17.5,265.0,2.9,7.0,17928,1793,50.0,6.9,2.3,4.1,Low
U07336,33,Male,Low,Average,21.8,183.0,2.1,6.1,4189,1347,63.0,6.1,1.4,3.2,Medium
U07337,32,Female,Low,Unhealthy,31.2,184.0,1.2,6.7,3943,1969,79.0,,2.4,4.1,Low
U07338,52,Male,High,Average,28.3,126.0,2.7,7.5,11192,1973,67.0,7.1,2.0,3.4,Low
U07339,69,Male,Low,Average,22.8,115.0,1.5,5.0,2633,1451,67.0,7.4,2.2,5.1,Low
U07340,22,Male,Low,Unhealthy,22.9,454.0,0.9,9.8,4407,1315,79.0,5.6,1.6,3.3,High
U07341,22,Male,Medium,Average,25.4,116.0,3.0,8.4,8605,1384,64.0,7.4,2.2,4.0,Medium
U07342,37,Male,Medium,Healthy,27.1,0.0,3.7,6.7,13352,2146,53.0,7.4,2.4,5.0,Low
U07343,32,Male,Medium,Unhealthy,30.0,218.0,2.2,11.4,6544,2198,73.0,6.6,2.2,3.1,Medium
U07344,35,Female,High,Unhealthy,23.2,352.0,3.5,6.2,11505,1679,64.0,6.6,1.3,4.2,Medium
U07345,64,Female,Low,Average,18.6,386.0,3.1,10.9,4375,995,66.0,5.5,1.9,3.7,Medium
U07346,19,Male,High,Healthy,25.6,20.0,3.0,7.7,12488,1874,62.0,7.9,2.5,5.2,Medium
U07347,46,Male,Low,Unhealthy,23.2,366.0,2.4,8.9,4583,1272,71.0,5.2,1.3,3.0,High
U07348,30,Female,Low,Average,19.8,508.0,2.0,6.1,3289,1127,73.0,7.1,1.7,4.2,Medium
U07349,21,Male,Medium,Healthy,26.2,97.0,2.8,2.3,7429,1624,65.0,7.5,1.8,5.5,Low
U07350,59,Female,Low,Healthy,24.1,173.0,3.0,8.2,4644,1239,73.0,6.0,1.6,4.5,Low
U07351,62,Male,Medium,Unhealthy,26.2,15.0,1.5,4.0,6866,1440,61.0,6.3,1.8,4.4,Low
U07352,27,Female,Medium,Healthy,21.4,478.0,2.2,5.5,7278,1346,63.0,7.3,2.1,4.4,Low
U07353,48,Female,Low,Average,26.9,0.0,2.3,7.2,4792,1497,68.0,5.4,1.1,2.8,Medium
U07354,58,Female,High,Average,19.7,140.0,2.3,5.4,14139,1664,50.0,8.0,2.1,5.0,Low
U07355,25,Female,Medium,Healthy,21.7,317.0,2.0,6.9,6720,1407,62.0,6.8,1.7,4.5,Low
U07356,20,Male,High,Healthy,24.0,97.0,1.4,7.5,12554,1823,58.0,8.0,1.5,5.1,Low
U07357,65,Male,High,Average,32.0,51.0,2.3,3.3,17127,2256,60.0,7.2,1.7,4.9,Low
U07358,63,Female,Low,Average,28.1,192.0,2.3,7.7,4465,1422,74.0,6.3,1.7,3.9,Medium
U07359,26,Female,Medium,Unhealthy,29.3,558.0,2.1,5.4,7277,1547,78.0,6.6,2.2,4.4,Medium
U07360,47,Male,Medium,Average,30.7,161.0,3.0,4.3,9731,2122,74.0,7.3,1.6,4.8,Low
U07361,28,Female,High,Average,38.0,168.0,1.4,2.0,15308,2415,67.0,8.7,1.7,5.7,Low
U07362,52,Male,High,Average,25.2,32.0,2.7,3.1,18064,1856,50.0,8.1,1.4,5.2,Low
U07363,54,Male,Medium,Healthy,30.7,257.0,1.1,7.1,9771,2181,70.0,7.9,2.1,4.4,Low
U07364,59,Female,Low,Healthy,29.1,332.0,2.4,7.1,5749,1606,78.0,6.7,2.0,3.9,Medium
U07365,30,Male,Medium,Average,29.0,109.0,0.7,8.3,7319,1306,73.0,8.2,1.6,5.0,Low
U07366,53,Female,High,Healthy,32.1,280.0,1.8,11.3,11333,2102,73.0,8.1,2.2,3.6,Medium
U07367,30,Male,Medium,Average,23.3,110.0,2.5,10.4,9543,1436,55.0,8.1,2.8,4.9,Low
U07368,29,Male,High,Unhealthy,23.0,0.0,1.4,9.5,16343,1659,50.0,6.9,2.0,4.3,Low
U07369,54,Female,Medium,Average,26.3,268.0,1.4,10.0,7790,1598,64.0,7.4,2.0,3.8,Medium
U07370,27,Female,Low,Average,24.3,511.0,3.3,7.5,2434,902,82.0,6.2,1.0,2.7,Medium
U07371,26,Male,High,Unhealthy,26.3,20.0,1.2,7.4,14920,1539,55.0,7.7,2.7,4.3,Low
U07372,69,Male,High,Unhealthy,31.3,226.0,2.4,10.8,15165,2079,63.0,7.6,1.9,4.0,Low
U07373,24,Male,Low,Unhealthy,23.1,396.0,3.7,7.5,1963,1345,79.0,6.2,1.6,4.2,Medium
U07374,19,Male,Low,Average,23.8,184.0,2.6,7.6,4561,1319,67.0,5.5,1.7,3.9,Medium
U07375,40,Female,Medium,Unhealthy,25.7,0.0,2.5,9.9,10301,1635,56.0,7.0,1.7,5.0,Medium
U07376,56,Female,Medium,Unhealthy,24.1,206.0,1.9,6.3,5372,1419,71.0,,2.1,5.6,Low
U07377,57,Male,Medium,Average,17.5,423.0,1.9,6.7,9058,1415,59.0,6.2,1.9,3.5,Medium
U07378,56,Male,Low,Average,22.7,124.0,2.4,3.6,5965,1381,70.0,7.3,1.4,4.1,Medium
U07379,38,Female,Medium,Healthy,27.7,234.0,0.9,5.8,10745,1804,65.0,7.3,1.4,4.4,Low
U07380,40,Female,Medium,Average,30.8,41.0,3.3,6.2,4251,1598,73.0,7.0,1.5,3.5,Low
U07381,46,Female,Medium,Average,20.4,185.0,2.7,6.3,10175,1349,65.0,6.8,1.8,3.6,Low
U07382,31,Female,Medium,Average,20.4,258.0,1.1,9.0,7372,1350,59.0,6.7,1.8,3.5,Low
U07383,43,Male,High,Healthy,25.1,218.0,3.3,4.5,12711,2026,60.0,7.3,2.3,5.0,Low
U07384,68,Female,Medium,Average,17.5,135.0,3.0,10.7,13024,1443,50.0,7.6,1.7,3.6,Medium
U07385,22,Female,Medium,Average,23.2,266.0,2.9,2.0,8439,1334,67.0,9.0,1.7,6.0,Low
U07386,48,Female,Medium,Average,18.1,300.0,4.3,8.5,7234,1134,60.0,6.9,1.6,3.7,Low
U07387,42,Male,Medium,Average,30.5,310.0,2.6,9.0,9598,2130,72.0,6.1,1.1,2.2,High
U07388,48,Male,Medium,Average,21.9,156.0,3.7,8.7,11371,1565,56.0,7.2,1.5,4.5,Medium
U07389,67,Male,Medium,Average,31.6,106.0,2.5,9.7,8346,1637,77.0,5.8,0.9,3.2,Medium
U07390,37,Female,Medium,Average,29.5,494.0,2.9,6.5,6932,1839,82.0,5.3,0.9,3.8,Medium
U07391,61,Male,High,Average,22.4,220.0,2.1,10.1,14273,1562,52.0,6.9,1.3,3.8,Medium
U07392,34,Male,High,Unhealthy,20.7,161.0,1.0,5.3,17272,1496,50.0,8.6,1.9,5.3,Medium
U07393,62,Female,Medium,Average,24.2,0.0,1.0,5.5,7378,1522,62.0,8.5,2.9,5.5,Low
U07394,19,Male,High,Unhealthy,24.6,60.0,2.4,12.2,17275,1752,50.0,7.4,1.8,4.2,Medium
U07395,42,Male,High,Healthy,26.4,103.0,2.3,7.4,13578,2025,53.0,8.1,1.4,4.5,Low
U07396,30,Male,High,Average,21.9,265.0,1.6,9.4,8436,1450,61.0,7.2,1.3,4.0,Medium
U07397,56,Male,Low,Healthy,28.0,146.0,2.3,8.2,6279,1919,69.0,6.8,1.4,3.4,Low
U07398,45,Male,Medium,Healthy,26.1,202.0,2.9,8.8,8670,1721,72.0,5.7,1.9,3.7,Low
U07399,59,Female,Medium,Average,23.6,0.0,3.5,2.0,10107,1484,58.0,8.7,1.9,6.2,Low
U07400,23,Female,Medium,Unhealthy,22.2,410.0,1.9,7.9,8604,1352,62.0,6.0,2.0,4.0,Medium
U07401,20,Male,Low,Average,24.3,89.0,2.8,7.0,4055,1304,68.0,7.7,1.3,4.2,Medium
U07402,52,Male,Medium,Average,21.7,235.0,3.9,9.4,9473,1562,62.0,6.5,2.1,3.7,Medium
U07403,35,Female,Medium,Average,25.2,120.0,3.1,5.0,7692,1279,68.0,6.5,1.6,4.6,Low
U07404,28,Male,High,Healthy,25.3,152.0,1.9,10.0,19440,2097,50.0,6.5,2.1,4.0,Medium
U07405,37,Male,Medium,Average,26.0,80.0,2.6,4.0,7939,1433,67.0,7.0,2.1,4.8,Low
U07406,22,Female,Low,Average,32.1,244.0,2.6,5.9,6728,2322,77.0,7.0,1.4,4.6,Medium
U07407,36,Male,Low,Average,24.5,52.0,3.0,3.1,4906,1531,67.0,8.5,1.9,5.1,Low
U07408,39,Male,Medium,Average,29.0,247.0,2.5,4.3,3237,1709,89.0,7.6,2.2,4.4,Low
U07409,36,Male,Medium,Healthy,25.9,182.0,2.9,7.0,6020,1550,68.0,6.3,1.2,4.4,Low
U07410,64,Female,Medium,Average,24.0,294.0,3.3,10.4,9699,1268,61.0,5.3,1.5,2.0,High
U07411,33,Male,Medium,Unhealthy,24.5,309.0,1.7,7.1,6163,1475,70.0,7.2,1.9,4.9,Low
U07412,41,Male,High,Unhealthy,24.8,152.0,1.4,3.8,9930,1715,62.0,9.4,2.0,6.4,Low
U07413,58,Male,Low,Average,26.1,254.0,3.0,2.0,5926,1427,67.0,,2.3,6.2,Medium
U07414,21,Female,Medium,Average,21.2,132.0,2.4,8.7,4823,1237,67.0,8.4,2.8,5.4,Medium
U07415,32,Male,High,Healthy,19.1,397.0,3.2,5.4,16333,1734,50.0,6.8,2.3,4.8,Low
U07416,42,Male,High,Average,27.6,146.0,3.4,5.7,12910,1918,54.0,7.6,2.0,4.7,Low
U07417,61,Female,Low,Average,,169.0,1.0,9.7,5053,1686,75.0,7.7,2.3,5.0,Medium
U07418,52,Female,Low,Average,28.0,129.0,1.8,6.7,4399,1680,72.0,5.7,1.3,3.2,Low
U07419,31,Male,Low,Unhealthy,25.6,90.0,2.4,6.3,1000,1567,79.0,7.5,1.5,3.6,Low
U07420,66,Male,High,Average,28.1,505.0,1.7,7.4,13055,1760,66.0,7.0,2.0,4.0,Medium
U07421,36,Female,Medium,Average,27.9,272.0,2.1,10.7,7511,2083,71.0,7.5,1.5,3.5,High
U07422,55,Female,Medium,Healthy,28.2,210.0,1.5,7.6,8818,2150,70.0,6.0,1.2,3.6,Medium
U07423,53,Male,Low,Average,,128.0,2.1,2.0,4477,1148,65.0,7.4,2.2,5.5,Low
U07424,24,Male,Low,Unhealthy,20.6,366.0,1.7,5.0,3632,1309,68.0,6.2,2.0,3.4,Medium
U07425,47,Male,Medium,Average,23.4,118.0,2.8,6.3,5731,1763,64.0,7.0,1.8,3.2,Low
U07426,36,Male,Medium,Healthy,24.9,218.0,3.2,9.2,8962,1891,69.0,5.6,0.9,2.9,Low
U07427,66,Female,Medium,Unhealthy,24.0,530.0,2.8,3.9,9742,1246,68.0,7.0,2.0,4.1,Low
U07428,42,Male,Low,Average,17.5,56.0,4.6,7.4,4496,1024,56.0,7.2,2.2,4.7,Medium
U07429,33,Female,Medium,Average,31.9,280.0,3.3,6.8,7561,1796,76.0,6.5,2.2,3.9,Medium
U07430,64,Female,High,Healthy,23.9,243.0,3.2,9.5,12888,1881,58.0,7.3,1.9,3.4,Low
U07431,57,Male,Low,Healthy,25.7,279.0,2.4,4.5,2623,1579,79.0,7.3,1.9,5.8,Low
U07432,68,Male,High,Healthy,30.0,157.0,2.3,7.4,14745,1853,58.0,8.6,2.5,5.1,Low
U07433,25,Female,Low,Average,17.5,111.0,3.5,10.8,4287,905,66.0,,1.7,3.9,High
U07434,35,Male,Low,Average,23.0,233.0,2.3,9.2,5254,1045,67.0,7.6,1.5,2.9,Medium
U07435,45,Female,Medium,Average,23.5,131.0,2.5,8.5,6754,1427,70.0,6.2,1.9,3.9,Medium
U07436,33,Other,High,Average,23.7,0.0,2.4,6.2,14357,1701,52.0,7.3,2.0,4.0,Low
U07437,69,Male,Medium,Average,24.3,76.0,2.9,7.4,5367,1522,69.0,8.3,1.7,5.2,Low
U07438,36,Male,Medium,Unhealthy,30.8,152.0,3.2,6.7,7321,2193,76.0,8.0,2.7,4.8,Low
U07439,59,Male,Medium,Unhealthy,27.7,,3.4,9.1,6876,1713,67.0,5.6,1.8,2.8,Low
U07440,34,Female,Low,Average,28.8,222.0,2.3,8.3,5586,1603,71.0,4.9,1.1,2.0,Medium
U07441,62,Female,Low,Healthy,25.2,86.0,2.6,5.4,6559,1683,69.0,8.5,1.3,5.2,Low
U07442,30,Female,High,Average,19.4,193.0,2.8,11.4,10470,1318,62.0,6.8,2.3,3.0,Low
U07443,24,Female,Low,Healthy,17.5,525.0,3.7,10.0,5361,1053,68.0,5.4,0.9,2.1,Medium
U07444,44,Male,Medium,Unhealthy,18.9,384.0,1.1,4.8,9361,1354,61.0,7.0,1.5,4.9,Low
U07445,27,Female,High,Healthy,26.4,288.0,2.5,6.1,12352,1575,64.0,6.8,1.3,4.2,Low
U07446,51,Female,Low,Average,25.1,471.0,2.0,6.6,2872,1308,75.0,6.4,2.1,4.8,Medium
U07447,53,Female,Medium,Healthy,24.2,189.0,2.1,9.0,6471,1309,71.0,6.4,1.4,3.3,Low
U07448,42,Male,Low,Average,23.5,190.0,1.8,5.0,3433,1473,68.0,6.8,1.4,5.0,Low
U07449,23,Female,Low,Healthy,33.0,41.0,2.9,5.3,3461,1582,84.0,5.8,1.4,3.5,Low
U07450,41,Female,Low,Average,21.7,391.0,0.5,9.2,3770,1047,73.0,5.5,1.9,3.8,High
U07451,35,Female,Medium,Unhealthy,28.7,493.0,2.4,8.4,6980,1572,82.0,7.1,1.8,3.8,Medium
U07452,40,Female,Medium,Average,25.0,336.0,1.0,2.1,9611,1477,61.0,7.8,1.2,4.5,Medium
U07453,23,Female,Medium,Average,24.8,,1.9,8.6,9017,1935,72.0,6.5,1.8,3.7,Medium
U07454,46,Female,High,Average,29.7,0.0,2.3,3.3,13480,2241,60.0,8.8,2.3,6.0,Low
U07455,42,Female,Low,Average,,550.0,2.2,5.4,3190,1770,87.0,6.4,1.1,2.9,High
U07456,34,Female,Medium,Healthy,24.0,184.0,3.0,6.1,6867,1393,70.0,5.6,1.8,3.9,Low
U07457,63,Male,Medium,Unhealthy,28.2,553.0,3.5,5.8,8877,1752,78.0,5.5,0.9,2.8,Medium
U07458,41,Male,Low,Healthy,26.5,459.0,4.1,5.4,4084,1804,80.0,7.0,1.1,4.4,Medium
U07459,28,Male,Low,Healthy,25.0,315.0,2.5,4.4,4298,1360,68.0,5.5,1.6,3.7,Low
U07460,43,Female,Medium,Average,25.8,148.0,3.4,8.3,9716,1463,63.0,6.2,1.5,3.8,Low
U07461,68,Female,High,Healthy,22.2,223.0,3.7,3.0,13837,1826,58.0,7.2,1.2,4.8,Low
U07462,51,Other,High,Average,23.8,0.0,2.1,5.7,18110,1867,50.0,8.1,2.1,5.2,Low
U07463,45,Male,Low,Healthy,22.7,339.0,3.5,9.0,1000,1140,78.0,6.2,1.4,3.3,High
U07464,20,Male,High,Unhealthy,28.6,0.0,0.8,8.0,10054,1787,66.0,7.8,2.3,5.3,Medium
U07465,28,Male,High,Average,24.6,155.0,2.7,3.5,19430,1976,52.0,8.2,1.3,5.0,Low
U07466,55,Male,Medium,Average,19.8,431.0,3.8,2.2,7204,1377,67.0,7.2,1.6,4.4,Low
U07467,31,Female,Low,Healthy,22.1,308.0,2.6,4.3,4444,1221,68.0,7.7,1.9,4.4,Low
U07468,68,Male,High,Healthy,17.5,0.0,2.3,2.0,17759,1647,50.0,8.4,2.2,6.1,Low
U07469,43,Female,Medium,Average,23.0,0.0,2.3,7.2,8686,1706,58.0,6.4,1.9,4.2,Low
U07470,65,Female,High,Average,25.2,110.0,3.7,5.9,16739,2225,53.0,6.7,1.5,4.7,Low
U07471,38,Male,Medium,Average,24.5,211.0,1.2,6.0,9231,1413,62.0,7.3,1.4,5.1,Low
U07472,56,Female,Medium,Average,32.9,331.0,2.2,8.3,9965,2247,72.0,6.4,1.5,3.8,Medium
U07473,47,Male,Low,Healthy,27.3,290.0,3.2,9.2,4739,1781,72.0,6.5,1.3,3.0,Medium
U07474,25,Male,High,Average,27.1,,2.8,7.6,16193,2254,58.0,7.1,2.1,4.6,Low
U07475,68,Female,Low,Unhealthy,18.4,292.0,3.4,6.4,3130,1055,68.0,6.7,1.1,4.3,Medium
U07476,37,Female,Low,Average,23.5,308.0,3.0,5.2,4784,1318,74.0,5.6,1.9,3.3,Medium
U07477,65,Male,Medium,Unhealthy,23.1,273.0,2.1,6.1,7919,1162,72.0,5.7,1.9,3.7,Low
U07478,49,Male,Medium,Unhealthy,21.9,571.0,3.0,7.5,7825,1427,73.0,8.5,1.8,3.5,Medium
U07479,39,Male,Low,Healthy,21.8,308.0,1.4,9.3,1481,1505,80.0,4.7,0.8,2.4,Low
U07480,24,Male,Medium,Healthy,17.8,345.0,0.9,3.5,7156,1239,,6.1,1.7,5.1,Low
U07481,26,Other,Medium,Average,19.9,481.0,2.0,4.2,7731,1261,66.0,5.7,1.9,4.5,Medium
U07482,62,Female,Medium,Average,28.5,327.0,2.6,7.0,11111,1985,66.0,5.7,1.9,2.9,Medium
U07483,18,Male,Low,Average,24.4,117.0,1.9,2.0,3581,1125,68.0,7.2,1.2,4.2,Low
U07484,46,Female,Medium,Average,23.0,386.0,2.6,7.7,8565,1438,65.0,5.4,1.3,3.2,Low
U07485,25,Male,Low,Average,25.0,139.0,2.5,9.6,6063,1655,66.0,7.3,2.0,4.4,Medium
U07486,21,Male,Low,Average,29.7,52.0,1.0,12.9,2143,1682,76.0,6.6,2.1,4.1,Medium
U07487,52,Female,Medium,Healthy,25.0,65.0,2.1,7.2,7234,1439,65.0,7.5,1.8,4.6,Low
U07488,20,Female,Medium,Average,27.2,384.0,3.3,9.1,9759,2107,71.0,6.5,1.6,2.9,Medium
U07489,62,Female,Low,Unhealthy,21.6,293.0,2.9,7.1,7703,1096,68.0,6.1,1.6,3.5,Medium
U07490,57,Female,Medium,Average,22.5,359.0,1.9,11.0,4029,1348,74.0,5.5,1.9,2.9,High
U07491,24,Female,Low,Healthy,26.4,293.0,3.0,5.9,3824,1642,82.0,7.9,1.6,4.8,Medium
U07492,44,Male,Low,Healthy,32.6,228.0,3.9,7.8,4942,2074,87.0,6.8,1.9,4.4,Medium
U07493,18,Female,Medium,Average,30.7,247.0,2.2,8.5,9682,1946,70.0,6.7,2.3,3.4,Low
U07494,44,Other,Medium,Unhealthy,27.3,288.0,3.1,8.0,12492,2017,65.0,6.7,1.6,4.0,Low
U07495,33,Male,Medium,Unhealthy,25.6,109.0,3.0,5.1,6709,1549,67.0,7.3,1.6,3.8,Low
U07496,55,Female,Medium,Average,30.6,6.0,2.1,3.6,7529,2164,67.0,6.4,1.3,4.2,Low
U07497,24,Female,Medium,Healthy,28.2,127.0,1.6,9.6,4743,1664,77.0,7.0,2.0,4.8,Low
U07498,61,Male,Medium,Average,17.5,281.0,3.8,7.6,8256,1437,61.0,8.7,2.1,5.2,Low
U07499,40,Female,Low,Unhealthy,20.8,102.0,3.4,7.2,4766,999,66.0,7.1,2.3,3.8,Medium
U07500,58,Male,Low,Unhealthy,26.4,,2.3,9.2,7138,1582,79.0,7.4,1.5,4.4,Medium
U07501,28,Female,Medium,Average,17.9,266.0,3.5,9.1,11407,1459,52.0,6.6,2.3,3.6,Low
U07502,59,Male,Medium,Average,21.4,217.0,2.9,7.9,11032,1617,62.0,7.0,2.3,5.1,Medium
U07503,50,Female,Medium,Average,22.2,109.0,3.5,8.6,6609,1260,67.0,7.1,1.6,3.6,Medium
U07504,67,Male,Low,Unhealthy,24.0,337.0,1.1,5.7,4639,1013,67.0,5.2,1.7,3.0,Medium
U07505,53,Male,Medium,Average,23.9,18.0,2.2,8.3,8778,1194,,5.9,2.1,4.6,Low
U07506,54,Male,High,Average,23.8,247.0,3.8,3.1,15401,1616,56.0,7.6,2.7,5.5,Low
U07507,58,Female,Medium,Average,28.3,134.0,4.6,7.0,7914,2289,78.0,8.4,1.8,4.7,Low
U07508,34,Female,Medium,Unhealthy,23.9,218.0,2.2,8.9,10261,998,63.0,6.3,1.6,3.6,Low
U07509,52,Female,Low,Average,23.5,272.0,2.2,5.2,3466,1280,74.0,7.3,1.8,4.0,Medium
U07510,65,Female,Low,Average,19.6,28.0,3.0,7.4,4494,1100,61.0,6.4,1.9,4.1,Medium
U07511,22,Male,Low,Average,29.1,0.0,2.8,7.8,6179,1710,70.0,7.9,1.3,4.5,Low
U07512,65,Male,Medium,Average,22.3,60.0,2.9,4.8,12307,1590,59.0,6.2,1.9,3.2,Low
U07513,49,Female,High,Healthy,20.7,331.0,0.8,9.8,11513,1299,59.0,7.7,1.5,4.5,Low
U07514,20,Male,High,Average,25.9,255.0,2.3,7.8,15651,2124,62.0,7.2,1.7,3.8,Medium
U07515,69,Other,Medium,Average,,139.0,3.1,2.8,8908,1125,60.0,7.3,2.0,5.0,Low
U07516,64,Female,High,Unhealthy,22.9,495.0,0.6,7.2,17659,2225,57.0,7.4,1.8,4.2,Medium
U07517,52,Male,Medium,Unhealthy,26.0,392.0,1.2,10.6,11267,1841,61.0,7.2,1.2,4.1,High
U07518,69,Male,Medium,Average,23.7,356.0,1.1,7.0,7333,1296,67.0,5.3,1.2,3.2,Medium
U07519,31,Female,Low,Unhealthy,34.2,91.0,3.0,5.4,3886,1727,81.0,7.8,1.9,4.9,Low
U07520,65,Male,Medium,Average,24.7,354.0,1.8,5.6,8146,1789,69.0,5.4,1.3,3.4,Low
U07521,48,Male,Low,Average,27.5,251.0,1.5,6.6,4718,1295,75.0,6.3,2.2,4.4,Medium
U07522,48,Male,Medium,Healthy,17.5,91.0,2.5,4.0,9653,1271,52.0,5.4,1.3,4.0,Low
U07523,34,Female,High,Healthy,21.6,184.0,1.5,10.5,12874,1588,59.0,6.8,1.9,4.1,Low
U07524,41,Female,Low,Unhealthy,20.7,44.0,2.9,9.3,6785,1294,59.0,7.1,1.2,3.6,Medium
U07525,69,Male,Low,Unhealthy,21.2,92.0,4.4,9.7,1256,1219,72.0,7.6,1.5,4.3,High
U07526,40,Male,Low,Average,26.7,28.0,2.2,3.2,2208,1552,74.0,7.9,1.3,5.1,Low
U07527,35,Male,Medium,Average,29.1,343.0,0.9,7.3,9215,1906,72.0,6.6,1.6,2.8,Medium
U07528,67,Female,Low,Average,26.4,189.0,2.1,9.7,3753,1694,81.0,7.3,1.8,3.1,Medium
U07529,31,Male,Medium,Unhealthy,24.1,58.0,2.9,4.6,6867,1531,66.0,8.5,2.8,6.2,Low
U07530,67,Male,Medium,Healthy,22.5,277.0,2.8,6.8,9918,1421,62.0,7.6,2.2,4.8,Low
U07531,32,Female,Medium,Average,29.5,200.0,3.2,4.3,9625,1633,71.0,8.8,1.7,5.3,Low
U07532,32,Female,Low,Average,33.3,357.0,2.0,9.1,5873,1912,85.0,5.9,1.0,2.5,Medium
U07533,23,Other,High,Unhealthy,25.5,220.0,2.3,6.5,10893,1788,63.0,8.4,1.5,5.2,Low
U07534,44,Female,Medium,Healthy,28.8,0.0,0.5,6.8,9625,1471,62.0,6.1,1.0,3.2,Low
U07535,32,Male,Medium,Unhealthy,26.4,125.0,3.0,4.2,9604,1792,63.0,6.3,2.2,3.4,Low
U07536,67,Male,Medium,Average,28.0,26.0,1.5,10.9,5985,1465,60.0,6.8,2.0,2.6,Low
U07537,53,Male,Medium,Healthy,20.3,284.0,2.7,7.1,8078,1157,61.0,6.3,1.0,3.5,Medium
U07538,25,Male,Low,Average,23.0,362.0,1.8,9.0,5453,1398,73.0,6.9,1.3,3.2,High
U07539,32,Female,Medium,Average,26.6,0.0,2.4,8.0,10684,1337,61.0,,2.2,3.9,Low
U07540,20,Female,Medium,Healthy,29.8,181.0,3.3,4.7,7706,2087,72.0,8.4,1.6,5.1,Low
U07541,64,Female,Medium,Average,21.7,372.0,2.2,2.9,5802,1499,71.0,7.4,1.9,5.2,Medium
U07542,30,Male,Low,Average,17.5,0.0,1.9,6.5,6298,889,59.0,,1.4,5.0,Low
U07543,58,Female,Low,Healthy,23.0,134.0,2.5,9.8,4059,1274,69.0,5.8,1.9,3.4,Medium
U07544,51,Female,Medium,Average,29.0,199.0,2.0,2.1,4222,1649,76.0,7.2,1.9,5.4,Low
U07545,41,Male,Low,Healthy,18.7,360.0,1.7,11.9,3640,930,68.0,6.8,1.4,2.5,High
U07546,57,Female,High,Average,20.3,281.0,4.0,9.1,17398,1611,50.0,9.3,3.1,6.2,Medium
U07547,49,Male,Low,Healthy,25.6,312.0,1.0,7.5,2171,1342,81.0,5.9,1.5,2.4,Medium
U07548,49,Male,Medium,Average,24.5,290.0,3.0,6.7,8234,1552,74.0,7.7,2.0,4.9,Medium
U07549,47,Female,Medium,Healthy,27.4,144.0,2.4,9.1,7345,1637,65.0,6.8,1.6,3.4,Low
U07550,69,Female,High,Average,20.1,446.0,1.8,3.9,13887,1571,55.0,7.3,1.3,4.4,Low
U07551,66,Male,Medium,Average,23.7,99.0,2.8,8.1,7127,1545,65.0,6.3,1.2,3.2,Medium
U07552,30,Male,Low,Average,29.8,0.0,2.5,7.8,4754,1612,72.0,6.8,1.7,3.8,Medium
U07553,18,Other,Low,Average,20.2,0.0,3.6,11.5,3666,1243,65.0,6.7,2.0,3.4,Medium
U07554,51,Female,Medium,Healthy,30.9,182.0,1.6,6.1,9313,2151,69.0,7.7,1.5,5.4,Low
U07555,32,Female,Medium,Unhealthy,20.7,150.0,2.1,7.1,7264,1415,55.0,8.2,1.5,5.2,Low
U07556,61,Male,Medium,Average,,119.0,3.3,6.8,10237,2177,68.0,6.7,1.7,4.4,Low
U07557,31,Male,Low,Average,23.5,222.0,2.3,5.7,4019,1055,73.0,6.5,1.1,3.6,Medium
U07558,46,Male,High,Average,20.4,380.0,2.9,10.7,10377,1318,64.0,7.2,1.7,3.9,Medium
U07559,51,Male,Low,Healthy,23.0,268.0,3.5,4.6,2715,1331,79.0,6.8,1.8,4.1,Low
U07560,35,Male,Medium,Unhealthy,27.2,297.0,2.9,3.2,5684,1635,73.0,8.0,2.0,5.5,Low
U07561,24,Male,High,Healthy,25.0,38.0,2.0,7.6,10696,1600,65.0,8.1,2.7,5.1,Low
U07562,46,Female,Medium,Average,29.5,122.0,2.2,5.2,5373,1812,79.0,6.7,1.1,4.2,Low
U07563,48,Male,Medium,Average,30.7,305.0,3.5,7.6,5827,1809,78.0,7.4,2.4,4.4,Low
U07564,42,Female,Low,Unhealthy,20.3,216.0,2.6,8.6,3991,1409,64.0,7.1,2.0,4.6,Medium
U07565,55,Male,High,Average,20.0,271.0,2.3,7.4,16215,1436,50.0,7.0,1.3,3.9,Low
U07566,31,Male,Low,Average,19.8,292.0,2.8,7.1,1971,1079,73.0,7.1,1.2,3.8,Medium
U07567,25,Male,Medium,Average,21.4,224.0,1.5,2.0,6390,1236,62.0,6.6,2.1,5.3,Low
